Id,R,Nome,Squadra,Prezzo,Rating,Mate,Regularness,Pg19_20,Mv19_20,Mf19_20,Ass19_20,Amm19_20,Pg18_19,Mv18_19,Mf18_19,Ass18_19,A  18_19
11,D,CONTI,Milan,4,3,CALABRIA,4,23,5.69,5.6,2,8,12,5.78,5.83,2,3
148,C,KRUNIC,Milan,4,1,,2,15,5.77,5.73,1,3,33,6,6.5,6,7
2194,C,CALHANOGLU,Milan,24,4,,5,35,6.3,7.24,9,6,36,5.91,6.27,5,3
216,P,DONNARUMMA AN.,Milan,1,1,,1,0,0,0,0,0,0,0,0,0,0
350,P,DONNARUMMA G.,Milan,17,5,,5,36,6.26,5.39,0,3,36,6.33,5.47,0,4
357,D,CALABRIA,Milan,7,3,CONTI,3,25,5.76,5.8,1,2,26,5.9,5.96,1,5
460,D,ROMAGNOLI,Milan,12,3,,5,35,6.11,6.14,0,4,32,6.27,6.28,0,5
2692,C,CASTILLEJO,Milan,12,3,SAELEMAKERS,3,22,6.21,6.61,3,3,31,5.95,6.55,2,3
1850,C,KESSIE',Milan,12,3,,5,35,5.8,6.1,0,3,34,6.06,6.62,2,8
2168,D,MUSACCHIO,Milan,6,1,,3,18,5.72,5.56,0,4,29,6.02,6.09,0,2
2818,C,BENNACER,Milan,8,2,,3,31,6.03,5.9,0,14,37,5.9,5.86,2,7
2530,A,IBRAHIMOVIC,Milan,35,4,,5,18,6.53,8.17,3,1,,,,0,
186,A,REBIC,Milan,26,3,,4,26,6.3,7.8,2,5,,,,0,
4292,D,HERNANDEZ T.,Milan,22,5,,5,33,6.33,6.73,2,10,,,,0,
2633,D,KJAER,Milan,9,2,,5,20,6,5.9,0,4,,,,0,
4401,D,GABBIA,Milan,3,2,,2,9,5.83,5.78,0,1,,,,0,
4449,C,TONALI,Milan,9,3,,4,35,6.04,6.2,7,9,,,,0,
4510,A,RAFAEL LEAO,Milan,15,3,,3,31,6.07,6.78,1,0,,,,0,
4511,D,DUARTE,Milan,3,1,,2,6,5.6,5.4,0,2,,,,0,
4892,C,SAELEMAEKERS,Milan,7,3,CASTILLEJO,3,13,6,6.08,0,2,,,,0,
4896,C,MALDINI,Milan,1,1,,1,2,6,6,0,0,,,,,
4923,A,COLOMBO,Milan,2,3,,2,1,0,0,0,0,,,,0,
4825,C,DIAZ B.,Milan,14,4,,3,,,,0,,,,,0,
160,P,TATARUSANU,Milan,1,1,,1,,,,0,,,,,0,
5310,A,HAUGE,Milan,6,2,,2,,,,,,,,,,
4242,D,DALOT,Milan,4,2,,2,,,,,,,,,,
4976,D,KALULU,Milan,1,1,,1,,,,0,,,,,0,
410,A,MERTENS,Napoli,27,3,OHSIMEN,3,31,6.18,7.16,6,5,35,6.31,7.96,10,1
140,D,HYSAJ,Napoli,6,2,,3,20,5.87,6.05,2,3,27,5.76,5.76,2,4
142,D,MARIO RUI,Napoli,7,2,,4,24,5.85,5.74,2,9,20,5.82,5.87,1,4
152,C,ZIELINSKI,Napoli,13,3,,4,37,5.99,6.18,3,4,36,6.15,6.62,2,6
409,A,INSIGNE,Napoli,24,4,,5,37,6.19,6.93,4,1,28,6.07,7.07,5,6
2012,A,MILIK,Napoli,23,2,,2,26,6.1,7.27,0,5,35,6.07,7.53,2,4
392,D,KOULIBALY,Napoli,15,4,,5,25,5.88,5.62,0,7,35,6.27,6.31,1,9
383,A,PETAGNA,Napoli,12,2,,3,36,5.93,6.72,1,5,36,6.1,7.32,0,8
390,D,GHOULAM,Napoli,3,2,,1,9,5.94,5.94,1,2,16,6,6.33,3,2
459,D,MANOLAS,Napoli,14,3,,4,26,5.98,6.42,0,2,27,6.06,6.06,0,6
536,C,POLITANO,Napoli,14,4,LOZANO,3,26,5.93,6.27,2,1,36,6.04,6.51,5,4
2775,C,RUIZ,Napoli,14,4,,4,33,5.97,6.39,6,2,27,6.3,6.89,3,2
550,D,MAKSIMOVIC,Napoli,9,2,,3,22,5.86,6,1,2,17,5.88,5.76,0,4
572,P,MERET,Napoli,8,3,,3,22,6.16,4.8,0,0,14,6.18,5.46,0,0
2468,P,OSPINA,Napoli,8,3,,4,17,6.09,5.09,0,0,17,6.06,4.88,0,0
2639,C,BAKAYOKO,Napoli,8,2,,3,,,,,,31,6.02,6.05,1,5
2816,D,DI LORENZO,Napoli,12,3,,5,33,5.88,6.17,3,5,37,6.03,6.41,3,8
2845,P,CONTINI,Napoli,1,1,,1,,,,0,,0,0,0,0,0
2860,D,MALCUIT,Napoli,4,1,,1,4,6,6,0,0,24,6.11,6.15,2,3
311,A,LLORENTE,Napoli,9,2,,1,17,6.05,6.91,1,1,,,,0,
4287,C,LOBOTKA,Napoli,5,1,,1,14,6.12,6.12,0,0,,,,0,
4409,D,RRAHMANI,Napoli,6,3,,2,36,5.94,5.9,1,5,,,,0,
4479,C,ELMAS,Napoli,10,3,,3,26,5.97,6.03,1,7,,,,0,
4517,A,LOZANO,Napoli,13,4,POLITANO,4,26,5.92,6.4,1,3,,,,0,
4725,C,DEMME,Napoli,7,3,,4,15,5.93,5.93,0,6,,,,0,
4661,A,OSIMHEN,Napoli,24,4,MERTENS,4,,,,0,,,,,0,
27,C,GRASSI,Parma,6,2,,3,16,5.93,6,1,6,7,5.83,5.83,0,0
28,C,KURTIC,Parma,10,3,,3,36,5.92,6.14,1,10,30,6.13,6.75,5,9
73,D,GAGLIOLO,Parma,9,3,,4,32,6,6.27,3,7,34,5.87,5.68,1,7
123,A,INGLESE,Parma,14,3,CORNELIUS,4,17,5.81,6.34,0,1,25,6.14,7.24,2,3
141,D,LAURINI,Parma,4,3,DARMIAN,3,15,5.73,5.73,2,4,15,5.81,5.65,0,4
159,P,SEPE,Parma,8,2,,5,34,6.26,4.96,0,1,37,6.09,4.43,0,1
234,C,KUCKA,Parma,11,4,,5,26,6.02,6.67,2,4,18,5.94,6.56,2,4
400,C,DEZI,Parma,1,1,,1,,,,,,1,6,6,0,0
2163,A,CORNELIUS,Parma,14,3,INGLESE,3,26,6.2,7.83,2,1,0,0,0,0,0
474,A,GERVINHO,Parma,13,3,KARAMOH,5,31,5.95,6.63,4,3,30,6.09,7.24,2,3
519,D,GAZZOLA,Parma,1,1,,1,0,0,0,0,0,20,5.81,5.91,0,3
770,D,PEZZELLA GIU.,Parma,5,3,,3,23,5.71,5.66,0,2,9,5.2,4.9,0,1
1864,D,BRUNO ALVES,Parma,7,2,,5,33,5.97,5.91,0,4,33,6.03,6.21,1,8
2325,A,KARAMOH,Parma,7,3,,2,14,5.64,6,1,0,1,0,0,0,0
2801,D,IACOPONI,Parma,4,3,,5,36,5.89,5.96,0,7,38,5.71,5.66,0,4
2804,C,SCOZZARELLA,Parma,3,2,,3,16,6.17,6.3,3,2,22,5.92,5.87,3,8
2773,A,SPROCATI,Parma,2,1,,2,20,5.77,6,0,0,16,5.67,5.92,0,0
2798,P,DINI,Parma,1,1,,1,0,0,0,0,0,0,0,0,0,0
4349,C,NICOLUSSI CAVIGLIA,Parma,1,1,,1,0,0,0,0,0,3,6,6,0,0
412,P,COLOMBI,Parma,1,1,,1,4,6.25,5.25,0,0,,,,0,
430,C,BRUGMAN,Parma,6,2,,4,22,6,5.95,1,5,,,,0,
4387,A,ADORANTE,Parma,1,1,,1,0,0,0,0,0,,,,,
4423,C,HERNANI,Parma,8,3,,4,32,5.98,5.95,4,10,,,,0,
2357,C,CYPRIEN,Parma,7,4,,4,,,,,,,,,,
5327,D,OSORIO,Parma,5,1,,1,,,,,,,,,,
5307,D,VALENTI,Parma,4,1,,2,,,,,,,,,,
5326,D,BUSI,Parma,4,1,,2,,,,,,,,,,
5317,C,BRUNETTA,Parma,4,2,,2,,,,,,,,,,
5322,A,MIHAILA,Parma,3,1,,1,,,,,,,,,,
5319,C,SOHM,Parma,2,1,,1,,,,,,,,,,
41,P,MIRANTE,Roma,4,1,,2,5,6.5,5.5,0,0,11,6.55,6.27,0,0
58,C,DIAWARA,Roma,9,2,,3,22,6.02,6.08,0,4,13,5.82,5.64,0,4
647,A,DZEKO,Roma,29,3,MAYORAL,4,35,6.59,8.01,4,4,33,6,6.83,5,9
256,D,JUAN JESUS,Roma,4,1,,2,4,5,4.67,0,2,20,5.78,5.72,0,4
262,D,SANTON,Roma,5,1,,3,15,5.73,5.59,0,4,17,5.69,5.77,1,0
2215,C,VERETOUT,Roma,17,4,,5,33,6.28,6.75,0,6,33,6.06,6.27,2,12
2766,C,ZANIOLO,Roma,16,1,,2,26,6.16,6.8,2,8,27,6.13,6.5,2,8
530,C,PELLEGRINI LO.,Roma,15,3,,5,27,6.2,6.5,9,6,25,6.18,6.46,4,6
1852,D,SPINAZZOLA,Roma,11,5,,5,24,6.25,6.43,2,2,10,6,6.11,1,0
779,C,CRISTANTE,Roma,7,2,,3,26,5.77,5.81,2,7,35,5.87,6.13,2,10
2296,D,MANCINI,Roma,10,3,,5,32,6.03,5.88,0,14,30,6.22,6.69,1,5
2016,D,FAZIO,Roma,4,1,,2,16,5.7,5.77,0,2,34,5.85,6.21,0,6
2180,D,KARSDORP,Roma,3,3,,3,0,0,0,0,0,11,5.78,5.72,0,1
2378,C,PASTORE,Roma,4,2,,2,11,6.06,6.06,0,0,14,5.92,6.75,1,0
4331,D,IBANEZ,Roma,10,2,,5,9,5.94,5.83,0,2,1,0,0,0,0
2529,C,MKHITARYAN,Roma,23,5,,5,22,6.25,7.59,5,5,,,,0,
546,D,BRUNO PERES,Roma,8,4,KARSDORP,4,16,6.03,6.47,2,3,,,,0,
4245,D,SMALLING,Roma,11,4,,4,30,6.05,6.35,1,2,,,,,
4419,P,PAU LOPEZ,Roma,12,3,,4,32,6.08,4.72,0,3,,,,0,
4495,D,KUMBULLA,Roma,10,3,,4,25,6.15,6.12,0,5,,,,0,
4884,A,CARLES PEREZ,Roma,9,3,PEDRO,3,14,5.96,6.38,3,2,,,,0,
4885,C,VILLAR,Roma,1,2,,2,9,5.75,5.58,0,3,,,,0,
4945,D,CALAFIORI,Roma,1,1,,1,1,6.5,6.5,0,0,,,,0,
2489,A,PEDRO,Roma,17,4,PEREZ,4,,,,0,,,,,0,
5233,A,MAYORAL,Roma,9,4,,3,,,,,,,,,,
5304,P,BOER,Roma,1,1,,1,,,,,,,,,,
45,D,FERRARI A.,Sampdoria,2,1,,2,12,5.83,5.67,0,4,6,5.67,5.5,0,2
144,D,TONELLI,Sampdoria,5,3,,4,9,5.83,5.61,0,4,19,5.84,5.74,0,6
568,A,QUAGLIARELLA,Sampdoria,22,3,,5,28,6,7.04,3,2,37,6.43,8.64,7,1
2287,C,RAMIREZ,Sampdoria,16,5,KEITA,4,26,6,6.85,2,5,27,5.92,6.38,4,6
332,C,CANDREVA,Sampdoria,8,4,,4,32,6.22,6.87,7,5,18,6,6.27,0,0
407,A,GABBIADINI,Sampdoria,16,3,,4,33,6.09,7.12,1,2,18,6,6.66,1,5
345,A,KEITA B.,Sampdoria,13,4,,3,,,,,,24,6.02,6.76,2,1
447,A,LA GUMINA,Sampdoria,3,1,,2,5,5.67,5.67,0,0,22,5.76,6.21,2,1
490,D,REGINI,Sampdoria,1,1,,1,5,5.88,5.88,0,0,4,6,6,0,0
600,C,VERRE,Sampdoria,10,2,,3,32,5.95,6.25,2,4,0,0,0,0,0
761,P,AUDERO,Sampdoria,8,4,,5,36,6.03,4.29,0,1,36,6.04,4.65,0,4
1987,C,JANKTO,Sampdoria,10,3,,5,30,6,6.2,4,8,25,5.59,5.53,0,2
2784,D,COLLEY,Sampdoria,9,2,,3,31,5.76,5.63,1,10,21,5.93,5.88,0,0
2391,C,EKDAL,Sampdoria,8,2,,4,32,5.88,5.82,2,8,32,6.02,5.92,0,6
2104,D,BERESZYNSKI,Sampdoria,5,2,,5,28,5.5,5.25,0,10,27,5.66,5.6,2,5
2334,C,LERIS,Sampdoria,2,1,,2,15,5.85,6.08,0,0,23,5.59,5.52,1,5
4404,C,THORSBY,Sampdoria,8,3,,4,24,5.74,5.63,1,7,,,,0,
4421,D,AUGELLO,Sampdoria,6,3,,5,17,6.06,6.12,2,2,,,,0,
4520,P,LETICA,Sampdoria,1,1,,1,10,5.7,3.05,0,1,,,,,
4523,P,AVOGADRI,Sampdoria,1,1,,1,0,0,0,0,0,,,,,
4895,D,YOSHIDA,Sampdoria,7,4,,5,14,5.89,5.93,1,1,,,,0,
4921,C,ASKILDSEN,Sampdoria,2,1,,1,4,6,6.67,0,0,,,,0,
2703,C,ADRIEN SILVA,Sampdoria,7,3,,3,,,,,,,,,,
4978,C,DAMSGAARD,Sampdoria,6,2,,3,,,,0,,,,,0,
4977,P,RAVAGLIA,Sampdoria,1,1,,1,,,,0,,,,,0,
531,A,BERARDI,Sassuolo,29,3,,5,31,6.5,7.85,7,6,35,6.1,6.77,3,5
1995,C,DJURICIC,Sassuolo,14,5,LOPEZ M.,4,29,6.15,6.7,3,6,23,5.82,6.07,1,1
827,C,LOCATELLI,Sassuolo,14,4,,4,33,6.24,6.17,4,9,29,5.94,6.21,4,7
2279,D,ROMAGNA,Sassuolo,4,1,,2,18,5.92,5.83,0,3,18,6.06,6,0,2
509,P,CONSIGLI,Sassuolo,11,3,,5,31,6.11,4.42,0,1,36,6.25,4.89,0,2
510,P,PEGOLO,Sassuolo,1,1,,1,5,6.7,5.9,0,0,3,6,4.5,0,1
643,A,DEFREL,Sassuolo,13,3,,3,17,5.94,6.62,3,1,36,5.97,6.94,2,2
521,D,PELUSO,Sassuolo,3,2,,3,23,5.4,5.28,1,5,16,5.62,5.66,0,5
528,C,MAGNANELLI,Sassuolo,2,1,,2,22,5.94,5.79,0,5,26,5.87,5.76,0,3
640,D,CHIRICHES,Sassuolo,5,3,,4,9,5.61,5.61,0,0,3,6.25,6.25,0,0
1895,D,FERRARI G.,Sassuolo,9,2,,4,23,5.91,5.84,1,5,31,5.97,6.21,0,9
2355,D,MARLON,Sassuolo,6,1,,3,23,5.93,5.78,0,7,18,5.69,5.72,0,3
2318,D,ROGERIO,Sassuolo,6,2,,2,15,6,6.07,1,6,33,5.64,5.59,1,9
2013,A,RICCI F.,Sassuolo,1,1,,1,,,,,,0,0,0,0,0
2819,A,CAPUTO,Sassuolo,36,3,,5,36,6.32,8.31,6,3,38,6.08,7.14,3,3
2825,C,BOURABIA,Sassuolo,7,1,,3,17,5.68,5.47,1,5,32,5.82,5.77,0,7
2832,A,BOGA,Sassuolo,20,3,,5,34,6.15,7.21,2,0,25,6.15,6.56,1,0
2857,C,TRAORE' HJ.,Sassuolo,8,3,,4,31,6.07,6.48,1,3,32,6.08,6.28,2,4
4335,A,SCHIAPPACASSE,Sassuolo,1,1,,1,,,,,,3,5.33,5.33,0,0
4371,A,RASPADORI,Sassuolo,2,2,,1,11,6.21,7.07,0,0,0,0,0,0,0
4426,D,TOLJAN,Sassuolo,8,1,,3,29,5.91,5.95,2,8,,,,0,
4501,C,OBIANG,Sassuolo,6,2,,4,25,5.81,5.65,0,10,,,,0,
4521,D,MULDUR,Sassuolo,6,2,,4,24,6.02,6.32,2,4,,,,0,
4530,D,KYRIAKOPOULOS,Sassuolo,7,3,,4,26,6,6,2,4,,,,0,
4867,P,TURATI,Sassuolo,1,1,,1,2,6.25,4.25,0,0,,,,0,
4894,A,HARASLIN,Sassuolo,6,3,,3,11,6.06,6.44,1,1,,,,0,
4979,D,AYHAN,Sassuolo,7,1,,3,,,,0,,,,,0,
4681,C,LOPEZ M.,Sassuolo,6,4,,3,,,,,,,,,,
106,D,MATTIELLO,Spezia,2,1,,4,18,6,5.97,1,3,17,5.72,5.84,1,2
215,A,VERDE,Spezia,7,3,,3,,,,,,0,0,0,0,0
517,D,DELL'ORCO,Spezia,3,1,,4,13,5.46,5.46,1,0,15,5.89,6.14,1,1
1871,C,DEIOLA,Spezia,3,1,,2,11,5.8,6.05,1,3,20,5.74,5.65,1,5
611,P,RAFAEL,Spezia,3,3,,5,6,6.08,4.25,0,0,0,0,0,0,0
630,D,SALA,Spezia,4,1,,3,16,5.57,5.54,0,1,21,5.87,5.79,1,5
1879,A,FARIAS,Spezia,8,3,,4,18,5.89,6.11,0,2,32,6.02,6.76,4,4
2196,A,GALABINOV,Spezia,9,5,,5,,,,0,,0,0,0,0,0
2814,P,PROVEDEL,Spezia,1,1,,1,,,,,,16,5.84,3.59,0,0
4359,A,PICCOLI,Spezia,1,1,,3,1,5.5,5.5,0,0,2,5.5,5.5,0,0
454,D,CAPRADOSSI,Spezia,2,1,,2,0,0,0,0,0,,,,0,
4403,D,CHABOT,Spezia,4,1,,2,8,5.88,6.06,0,1,,,,0,
4411,C,AGOUME,Spezia,1,1,,1,3,6,5.75,0,1,,,,0,
4515,C,AGUDELO,Spezia,4,1,,1,13,5.85,5.9,0,3,,,,0,
4992,A,GYASI,Spezia,9,2,,5,,,,0,,,,,0,
4990,C,RICCI M.,Spezia,7,1,,5,,,,0,,,,,0,
4982,D,ERLIC,Spezia,6,1,,4,,,,0,,,,,0,
4987,C,BARTOLOMEI,Spezia,6,1,,4,,,,0,,,,,0,
5005,P,ZOET,Spezia,5,2,,5,,,,0,,,,,0,
4983,D,FERRER,Spezia,5,1,,2,,,,0,,,,,0,
4988,C,MAGGIORE,Spezia,5,1,,4,,,,0,,,,,0,
5336,A,NZOLA,Spezia,5,2,,2,,,,,,,,,,
2264,C,MORA,Spezia,4,1,,3,,,,0,,,,,0,
2252,D,MARCHIZZA,Spezia,3,1,,4,,,,0,,,,,0,
4984,D,RAMOS,Spezia,3,1,,3,,,,0,,,,,0,
425,D,TERZI,Spezia,2,1,,3,,,,0,,,,,0,
4985,D,VIGNALI,Spezia,2,1,,2,,,,0,,,,,0,
5010,D,ISMAJLI,Spezia,2,1,,3,,,,0,,,,,0,
4989,C,MASTINU,Spezia,2,1,,3,,,,0,,,,,0,
4981,P,KRAPIKAS,Spezia,1,1,,1,,,,0,,,,,0,
4986,C,ACAMPORA,Spezia,2,1,,3,,,,0,,,,,0,
5290,C,ESTEVEZ,Spezia,2,1,,1,,,,,,,,,,
5298,C,POBEGA,Spezia,2,1,,1,,,,,,,,,,
5312,C,LEO' SENA,Spezia,2,1,,1,,,,,,,,,,
5332,D,BASTONI S.,Spezia,1,1,,1,,,,,,,,,,
441,A,BELOTTI,Torino,30,4,,5,36,6.16,7.41,3,4,37,6.19,7.28,1,5
226,D,IZZO,Torino,9,2,,5,31,5.79,5.74,0,5,37,6.23,6.5,1,6
238,C,RINCON,Torino,6,2,,3,32,5.87,5.85,2,11,34,6.12,6.17,0,15
315,A,ZAZA,Torino,12,3,BONAZZOLI,3,24,5.87,6.54,1,7,29,5.69,6.08,3,8
376,C,VERDI,Torino,13,2,,4,33,5.89,6.2,6,4,22,5.86,6.53,3,0
556,C,BASELLI,Torino,6,2,,3,16,5.94,5.97,2,3,34,6.07,6.38,1,5
2288,D,N'KOULOU,Torino,11,2,,5,31,5.77,5.79,0,3,36,6.25,6.31,0,6
2008,C,LINETTY,Torino,11,2,,5,28,5.96,6.43,3,4,32,5.97,6.17,3,11
706,D,ANSALDI,Torino,7,3,,3,27,6.08,6.52,4,9,24,6.38,6.77,2,3
2179,P,SIRIGU,Torino,10,4,,5,36,6.43,4.68,0,4,36,6.35,5.53,0,1
1839,A,EDERA,Torino,4,1,,2,13,5.61,5.83,1,2,7,5.5,5.4,0,1
1868,D,MURRU,Torino,5,2,,3,28,5.54,5.35,0,4,35,5.82,5.84,5,9
2009,C,LUKIC,Torino,4,2,,3,30,5.72,5.74,1,5,24,6.08,6.28,0,7
2169,D,RODRIGUEZ R.,Torino,8,3,,4,5,5.8,5.8,0,0,35,5.84,5.83,2,5
2788,D,BREMER,Torino,7,2,,3,27,5.78,6,0,2,5,5.75,5.5,0,1
2171,D,LYANCO,Torino,6,1,,2,17,5.62,5.34,0,5,15,5.89,5.96,0,2
2789,C,MEITE',Torino,6,2,,5,33,5.64,5.59,1,5,35,6.06,6.19,3,7
2790,P,ROSATI,Torino,1,1,,1,1,5.5,4.5,0,0,0,0,0,0,0
2170,P,MILINKOVIC-SAVIC V.,Torino,1,1,,1,,,,,,2,5.75,3.25,0,0
4346,A,MILLICO,Torino,5,1,,2,11,5.67,5.67,0,0,1,0,0,0,0
220,P,UJKANI,Torino,1,1,,1,1,6.5,3.5,0,0,,,,0,
505,A,BONAZZOLI,Torino,13,4,ZAZA,3,19,6.22,7.19,0,1,,,,0,
2724,D,BUONGIORNO,Torino,1,1,,1,0,0,0,0,0,,,,,
4487,D,FERIGRA,Torino,1,1,,1,0,0,0,0,0,,,,,
4899,D,SINGO,Torino,2,1,,1,4,6.33,7.33,0,0,,,,0,
4994,D,VOJVODA,Torino,8,3,,4,,,,0,,,,,0,
5328,C,GOJAK,Torino,8,3,,3,,,,,,,,,,
4995,C,SEGRE,Torino,3,1,,2,,,,0,,,,,0,
90,A,LASAGNA,Udinese,15,2,,5,36,5.86,6.71,1,1,36,5.69,6.13,1,2
224,D,DE MAIO,Udinese,7,2,,3,21,5.89,5.86,0,1,22,5.86,5.89,0,3
1996,C,DE PAUL,Udinese,20,4,,5,34,6.29,6.96,5,5,36,6.17,6.76,7,7
574,P,SCUFFET,Udinese,1,1,,1,0,0,0,0,0,9,6.11,4.67,0,0
2792,P,MUSSO,Udinese,11,4,,5,38,6.28,5.08,0,1,29,6.26,4.81,0,4
790,D,SAMIR,Udinese,5,2,,3,21,5.68,5.76,0,3,21,5.88,6.05,1,7
1933,C,MANDRAGORA,Udinese,4,2,,2,26,5.8,5.84,2,2,35,5.75,5.9,1,8
2315,D,STRYGER LARSEN,Udinese,8,4,,5,33,6.06,6.17,3,5,36,5.86,5.97,4,6
2144,C,COULIBALY,Udinese,2,2,,2,0,0,0,0,0,0,0,0,0,0
2280,D,NUYTINCK,Udinese,7,3,,5,26,6.15,6.12,0,2,27,5.87,5.76,0,4
2192,D,BONIFAZI,Udinese,5,3,,3,17,5.56,5.85,0,2,27,5.94,6.13,0,2
2271,P,NICOLAS,Udinese,1,1,,1,0,0,0,0,0,0,0,0,0,0
2795,D,TER AVEST,Udinese,4,1,,3,20,5.71,5.68,0,1,13,5.92,6,1,0
2826,A,PUSSETTO,Udinese,8,3,,3,12,5.95,6.2,0,1,35,5.92,6.27,3,8
4323,D,ZEEGELAAR,Udinese,4,2,,3,13,5.75,5.79,2,3,12,5.46,5.17,0,5
4324,A,OKAKA,Udinese,13,4,,4,33,6.03,6.67,2,10,16,6.29,7.5,1,4
434,C,JAJALO,Udinese,5,1,,3,26,5.94,5.77,0,6,,,,0,
1943,A,NESTOROVSKI,Udinese,12,2,,3,28,5.86,6.24,1,4,,,,0,
2392,C,WALACE,Udinese,5,1,,4,20,5.88,5.82,0,2,,,,0,
4412,D,RODRIGO BECAO,Udinese,5,2,,3,29,5.88,5.84,0,8,,,,0,
4917,D,PRODL,Udinese,1,1,,1,0,0,0,0,0,,,,0,
4953,C,PALUMBO,Udinese,1,1,,1,1,0,0,0,0,,,,,
302,C,PEREYRA,Udinese,11,4,,4,,,,,,,,,,
2119,A,DEULOFEU,Udinese,9,4,,4,,,,,,,,,,
4999,D,OUWEJAN,Udinese,7,5,ZEEGELAAR,4,,,,0,,,,,0,
5004,A,FORESTIERI,Udinese,5,1,,1,,,,0,,,,,0,
4998,D,MOLINA N.,Udinese,4,2,,3,,,,0,,,,,0,
5329,C,MAKENGO,Udinese,4,3,,4,,,,,,,,,,
5287,C,ARSLAN,Udinese,3,2,,3,,,,,,,,,,
5333,P,GASPARINI,Udinese,1,1,,1,,,,,,,,,,
236,C,LAZOVIC,Verona,12,3,,4,38,6.2,6.57,7,4,33,5.95,6.32,4,2
254,D,DIMARCO,Verona,5,4,LAZOVIC,3,16,6,5.94,2,1,13,6.14,6.23,0,4
652,A,KALINIC,Verona,13,4,DI CARMINE,4,15,6.25,7.85,1,1,0,0,0,0,0
557,C,BENASSI,Verona,8,3,,4,18,5.84,6.09,1,1,32,5.89,6.44,0,5
589,C,BADU,Verona,2,2,,3,10,5.5,5.25,0,2,4,6,6,0,0
2172,C,BARAK,Verona,11,3,,4,24,5.89,6.18,1,1,8,5.4,5.4,0,0
819,A,FAVILLI,Verona,6,1,,2,20,5.7,5.57,0,4,6,5.7,5.9,1,0
1891,D,CECCHERINI,Verona,4,1,,2,15,5.85,5.7,0,3,15,5.77,5.65,0,3
2011,C,MIGUEL VELOSO,Verona,8,3,,5,34,6.06,6.32,3,6,21,5.81,5.69,1,7
2758,D,GUNTER,Verona,8,1,,5,32,5.81,5.69,0,7,14,5.67,5.62,0,1
2304,A,SALCEDO E.,Verona,7,3,,3,0,0,0,0,0,0,0,0,0,0
2769,D,MAGNANI,Verona,4,1,,3,10,5.67,5.92,0,3,19,6.11,6.11,1,2
2855,C,VIEIRA,Verona,3,2,,3,27,5.65,5.46,1,11,14,5.8,5.7,0,3
581,D,FARAONI,Verona,14,3,,5,36,6.1,6.51,3,6,,,,0,
2211,P,SILVESTRI,Verona,12,3,,5,35,6.2,4.94,0,2,,,,0,
632,C,ZACCAGNI,Verona,12,4,,4,34,6.11,6.36,5,5,,,,0,
2726,C,DANZI,Verona,1,1,,1,1,0,0,0,0,,,,0,
4435,A,COLLEY E.,Verona,8,3,,2,5,6,6.25,1,1,,,,0,
4491,P,BERARDI A.,Verona,1,1,,1,0,0,0,0,0,,,,0,
4493,D,DAWIDOWICZ,Verona,3,1,,3,15,5.9,5.9,0,2,,,,0,
4494,D,EMPEREUR,Verona,4,1,,3,13,5.95,5.82,0,3,,,,0,
4500,A,DI CARMINE,Verona,10,4,KALINIC,3,22,5.95,6.88,0,3,,,,0,
4519,D,CETIN,Verona,6,1,,5,6,5.8,5.4,0,2,,,,0,
4890,C,TAMEZE,Verona,7,3,,4,7,6.17,6.17,0,0,,,,0,
4934,D,LOVATO,Verona,3,1,,1,1,0,0,0,0,,,,,
5007,C,ILIC,Verona,5,1,,2,,,,0,,,,,0,
4997,D,RUEGG,Verona,4,1,,2,,,,0,,,,,0,
4996,P,PANDUR,Verona,1,1,,1,,,,0,,,,,0,
5316,D,AMIONE,Verona,1,1,,1,,,,,,,,,,